top1,top1_err,top5,top5_err,robust_top1,robust_top1_err,robust_top5,robust_top5_err,loss,adv_loss,param_count,img_size,cropt_pct,interpolation,attack,attack_steps,model,epoch,seed
68.0131,31.9869,87.8272,12.1728,47.4739,52.5261,74.368,25.632,1.4374021291732788,2.352377414703369,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,79,2
68.003,31.997,87.7947,12.2053,46.2706,53.7294,73.5111,26.4889,1.4391357898712158,2.422269821166992,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,79,2
67.9807,32.0193,87.7927,12.2073,45.6243,54.3757,73.0107,26.9893,1.4401679039001465,2.4624552726745605,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,79,2
67.926,32.074,87.7907,12.2093,45.4177,54.5823,72.8628,27.1372,1.4408540725708008,2.4759581089019775,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,79,2
67.8916,32.1084,87.7947,12.2053,45.1908,54.8092,72.6542,27.3458,1.4425214529037476,2.491556406021118,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,79,2
70.8978,29.1022,89.6666,10.3334,50.6442,49.3558,77.0805,22.9195,1.2886722087860107,2.1961121559143066,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,89,0
70.8249,29.1751,89.6382,10.3618,49.3112,50.6888,76.2479,23.7521,1.2912706136703491,2.2712488174438477,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,89,0
70.8067,29.1933,89.5997,10.4003,48.5698,51.4302,75.7252,24.2748,1.292466640472412,2.314645528793335,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,89,0
70.7763,29.2237,89.5795,10.4205,48.3328,51.6672,75.5551,24.4449,1.2933329343795776,2.329237699508667,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,89,0
70.7317,29.2683,89.5207,10.4793,48.0249,51.9751,75.3808,24.6192,1.2953426837921143,2.346182107925415,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,89,0
70.8593,29.1407,89.6564,10.3436,50.6077,49.3923,77.0967,22.9033,1.2898555994033813,2.197347640991211,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,89,1
70.8188,29.1812,89.6341,10.3659,49.2991,50.7009,76.2337,23.7663,1.2912940979003906,2.2712392807006836,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,89,1
